tag,slope,trend
property-binding,1.05040784073279E-07,positive
progress,1.0505231638329E-07,positive
non-printing-characters,1.05071442664549E-07,positive
cgimage,1.05080109742198E-07,positive
vp9,1.05088037047791E-07,positive
rescale,1.05100231115108E-07,positive
model-comparison,1.0511506924334E-07,positive
message-passing,1.05125170415508E-07,positive
dismiss,1.05129424843257E-07,positive
lzma,1.05143226448995E-07,positive
make-shared,1.05143716639256E-07,positive
pgloader,1.05149638903834E-07,positive
openquery,1.05164705365411E-07,positive
data-access-layer,1.05166879000605E-07,neutral
qutip,1.05169090030059E-07,positive
generic-function,1.05172807554346E-07,positive
n-tier-architecture,1.05199109134473E-07,neutral
qbs,1.05212911434414E-07,positive
qhull,1.05228599670452E-07,positive
jflex,1.05265995609927E-07,positive
alu,1.05307829041022E-07,positive
videochat,1.05308833271447E-07,positive
user-accounts,1.05353142045121E-07,positive
catkin,1.05353525681583E-07,positive
in-class-initialization,1.05357843996192E-07,neutral
slatejs,1.05363916721065E-07,positive
go-interface,1.05365867754952E-07,positive
clicking,1.05368531801003E-07,positive
win32gui,1.05371233901318E-07,positive
gridgain,1.05378703409724E-07,positive
mailcatcher,1.05388187166196E-07,neutral
tweenjs,1.05400063533009E-07,positive
badge,1.05407965062758E-07,positive
non-clustered-index,1.05425356799964E-07,positive
postgresql-copy,1.05426902248727E-07,positive
perfect-scrollbar,1.05428644910207E-07,positive
sdl-mixer,1.05451339841951E-07,positive
named-parameters,1.05473894408298E-07,positive
sql-to-linq-conversion,1.05477131846728E-07,positive
pysftp,1.05497024704191E-07,positive
zimbra,1.05504111484672E-07,positive
wixsharp,1.05507961165483E-07,positive
jsdoc3,1.05527990305486E-07,positive
pluck,1.05543515841813E-07,positive
datagridtemplatecolumn,1.05544115376375E-07,positive
message-listener,1.05570529205419E-07,positive
apk-expansion-files,1.05589657035602E-07,positive
ssao,1.0562221042861E-07,positive
bessel-functions,1.05623101422617E-07,positive
jess,1.05638003485022E-07,positive
rxjs-pipeable-operators,1.05644618256106E-07,positive
uitabbaritem,1.05649089453345E-07,positive
jasperserver,1.05650795149224E-07,positive
parceljs,1.05651054299729E-07,neutral
lexicographic,1.05653082994611E-07,positive
video-compression,1.05668992715719E-07,positive
redigo,1.05685349320947E-07,positive
datatables-1.10,1.05690689252795E-07,positive
name-mangling,1.05713701970001E-07,positive
cvx,1.05720483101964E-07,positive
android-listadapter,1.05725666373129E-07,positive
interrupted-exception,1.05731671159826E-07,positive
file-pointer,1.05736504080317E-07,positive
amortized-analysis,1.05792285983387E-07,positive
angular-event-emitter,1.05832268546814E-07,positive
gamma,1.05835004704576E-07,positive
bq,1.05842880830586E-07,positive
nuke,1.05861256769948E-07,positive
uploading,1.05871036793372E-07,positive
relaycommand,1.05876203908836E-07,positive
union-all,1.05879123226858E-07,positive
powerline,1.05884981049566E-07,positive
branching-strategy,1.05900487551854E-07,positive
test-suite,1.05908082941255E-07,positive
qwebengineview,1.05919357227764E-07,positive
drawerlayout,1.05925489843508E-07,positive
successor-arithmetics,1.05931481686224E-07,positive
callable,1.05941441225912E-07,positive
convex,1.05955571292293E-07,positive
audit-trail,1.0596938908846E-07,positive
jqxwidgets,1.05981596111033E-07,positive
opentext,1.05994697932411E-07,positive
.htpasswd,1.06002921641107E-07,positive
apache-httpcomponents,1.06012957564494E-07,positive
xmlmapper,1.06018111903074E-07,positive
system.timers.timer,1.06030345795695E-07,positive
azure-tablequery,1.06031397508936E-07,positive
volatility,1.06051616350835E-07,positive
vue-multiselect,1.06054074812349E-07,positive
mnemonics,1.06055087721829E-07,positive
topojson,1.06064422391561E-07,positive
wordnet,1.06066068797946E-07,positive
background-music,1.06076938665693E-07,positive
python-webbrowser,1.06094684240139E-07,positive
pythonista,1.06103747287756E-07,positive
drilldown,1.06108291717178E-07,positive
frustum,1.06118421061422E-07,positive
ion-range-slider,1.06126001568269E-07,positive
nestedscrollview,1.06140259241842E-07,positive
hkhealthstore,1.06143533394981E-07,positive
method-reference,1.0615593563359E-07,positive
dosbox,1.06180287792418E-07,positive
spring-tool-suite,1.06182763898943E-07,positive
full-outer-join,1.06186900136089E-07,positive
biml,1.06214325572347E-07,positive
firebase-notifications,1.0621463939293E-07,neutral
jailbreak,1.0622595995141E-07,positive
formatexception,1.06241321546061E-07,positive
qmediaplayer,1.0625010679989E-07,positive
startswith,1.06265820266794E-07,positive
django-errors,1.06277140982129E-07,positive
bitwise-xor,1.06287606456286E-07,positive
delphi-xe,1.06298174395805E-07,neutral
numerical-computing,1.06300969831229E-07,positive
gimpfu,1.06311394243478E-07,positive
pdftron,1.06312885465997E-07,positive
content-encoding,1.06315716237901E-07,positive
toarray,1.06319015157941E-07,positive
raise,1.06349347053828E-07,positive
rm,1.06355339612424E-07,positive
mailing,1.06356892745792E-07,positive
wfp,1.06377366183545E-07,positive
knative-serving,1.06389235777648E-07,positive
oncreate,1.0639076566187E-07,positive
nstoolbar,1.0639622692332E-07,positive
array-unique,1.06415310747753E-07,positive
dos2unix,1.06429093248722E-07,positive
confirmation,1.06432376848724E-07,positive
openalpr,1.0643557771812E-07,positive
hapi,1.06456124240062E-07,positive
swiftui-foreach,1.06457581094677E-07,positive
stability,1.06469664314224E-07,positive
cartography,1.06503802213122E-07,positive
redgate,1.065073931443E-07,positive
text-widget,1.06525815836675E-07,positive
rawstring,1.06526759439253E-07,positive
md5sum,1.06554900079974E-07,positive
rolling-average,1.06561656707442E-07,positive
lisp,1.06568499826201E-07,neutral
xcopy,1.0657333991953E-07,positive
best-fit,1.06573559266656E-07,positive
ocra,1.06605542807368E-07,positive
big-ip,1.06605927377626E-07,positive
http-streaming,1.06608877725223E-07,positive
virtual-network,1.06618911093672E-07,positive
bidirectional,1.06640935321082E-07,positive
codahale-metrics,1.06651347552335E-07,positive
armv7,1.06677558468566E-07,positive
sumoselect.js,1.06690737197828E-07,positive
prompt,1.06695445178307E-07,positive
gridstack,1.06695738931153E-07,positive
react-animations,1.06745111534134E-07,positive
garbage,1.06753112878732E-07,positive
framerjs,1.06757600198676E-07,positive
logical-or,1.06768034870204E-07,positive
wic,1.06773444732364E-07,positive
page-tables,1.06778398835943E-07,positive
simplex,1.06778536958904E-07,positive
datapump,1.06786890686212E-07,positive
lr-grammar,1.06787134176499E-07,positive
tspan,1.0680256581761E-07,positive
asp.net-core-localization,1.06804703768715E-07,positive
email-forwarding,1.06810225503748E-07,positive
tap,1.06820766131478E-07,positive
acceptance-testing,1.06836252175198E-07,positive
cascading,1.06841176009096E-07,positive
cacerts,1.06846713905428E-07,positive
uicontrol,1.06884410451215E-07,positive
org-babel,1.06890802872685E-07,positive
websocket-sharp,1.06904173610212E-07,positive
cagradientlayer,1.06924943399179E-07,positive
outline,1.06927329342064E-07,positive
webkitgtk,1.06935488125055E-07,positive
phantom-types,1.06936511126159E-07,positive
block-device,1.06945553189577E-07,positive
setsockopt,1.0696195058796E-07,positive
bulletedlist,1.06990845698206E-07,positive
angular-seed,1.07024017454211E-07,positive
undo-redo,1.07059342858434E-07,positive
jar-signing,1.07068172329645E-07,positive
bag,1.07078752477764E-07,positive
metatrader4,1.07085890778478E-07,positive
objectinputstream,1.07111389258065E-07,positive
richeditbox,1.0712311770588E-07,positive
nssavepanel,1.0712873600511E-07,positive
craftcms,1.07129216761249E-07,positive
maya-api,1.07133380984153E-07,positive
ends-with,1.07135449299271E-07,positive
xtensor,1.07155428659252E-07,positive
xliff,1.07161755572622E-07,positive
batch-normalization,1.07175257747073E-07,positive
cloudwatch,1.07182915870328E-07,positive
filedialog,1.07193140630588E-07,positive
python-3.7,1.07194825402317E-07,neutral
user-defined-literals,1.07229854610583E-07,positive
v-for,1.07244876183667E-07,positive
microsoft-file-explorer,1.0725414489932E-07,positive
system-tray,1.07263801620006E-07,positive
sqlite.swift,1.07267549644414E-07,positive
ifconfig,1.07273951856036E-07,positive
pafy,1.07274056879047E-07,positive
pkcs#8,1.07282961704398E-07,positive
angular-bootstrap,1.07289441657911E-07,positive
analysisservices,1.07300530428199E-07,positive
html-parser,1.07305189150546E-07,positive
patsy,1.073158934262E-07,positive
r-bigmemory,1.07319522283826E-07,positive
ida,1.07328509255593E-07,positive
sap-pi,1.07332816268703E-07,positive
matlab-engine,1.07335189022844E-07,positive
expression,1.07340605198252E-07,neutral
donut-chart,1.07361722978138E-07,positive
acme,1.0736957237865E-07,positive
ldap-query,1.07372413279062E-07,positive
android-picture-in-picture,1.07379294230155E-07,positive
parameterized-unit-test,1.07381671579709E-07,positive
mouseup,1.07385860258919E-07,positive
menhir,1.0742139201433E-07,positive
rjags,1.07428610507658E-07,positive
llvm-c++-api,1.07447679860106E-07,positive
visual-studio-app-center-distribute,1.07492011614421E-07,positive
responsive-images,1.07493604323362E-07,positive
generic-constraints,1.07507975795117E-07,positive
core-api,1.07515447567668E-07,positive
amazon-systems-manager,1.07520789303623E-07,positive
computed-field,1.07521023681229E-07,positive
sideloading,1.07524960298859E-07,positive
teardown,1.07540885262297E-07,positive
popen3,1.07548451281397E-07,positive
hierarchical,1.07574121909257E-07,positive
libsndfile,1.0759801803791E-07,positive
factory-method,1.07603933604872E-07,positive
dynamic-columns,1.07606620301705E-07,positive
noaa,1.07610931377418E-07,positive
wsh,1.0762148085225E-07,positive
gamekit,1.07622589267703E-07,positive
ag,1.07627099112867E-07,positive
apksigner,1.07633326864541E-07,positive
puma,1.07653581315658E-07,positive
pulse,1.07657340686772E-07,positive
code-metrics,1.07668868197809E-07,positive
timeslots,1.07693955519716E-07,positive
doctype,1.07721015848941E-07,positive
libusb-1.0,1.07731111157007E-07,positive
objectdisposedexception,1.0773316636947E-07,positive
string.h,1.07735738722669E-07,positive
mesa,1.07753712386944E-07,positive
marionette,1.07768815018874E-07,neutral
dronekit,1.07772991189284E-07,positive
vue-select,1.07776230993556E-07,positive
jmc,1.0778034772785E-07,positive
maptiler,1.07782814837522E-07,positive
letter-spacing,1.07793858658122E-07,positive
triples,1.07802859992393E-07,positive
instance-methods,1.07811278785163E-07,positive
purchase-order,1.07815015168984E-07,positive
umask,1.07815612625796E-07,positive
vst,1.07820564992864E-07,positive
app-bundle,1.07821413404435E-07,positive
nstextview,1.07828640981644E-07,positive
knapsack-problem,1.07829163581736E-07,positive
mobility,1.07846878929665E-07,positive
sigkill,1.07852582352352E-07,positive
tryton,1.0787127170513E-07,positive
jstack,1.07874780235552E-07,positive
offline-caching,1.07919302473736E-07,positive
ibm-jazz,1.07939353814574E-07,positive
qooxdoo,1.0794135280292E-07,positive
netmiko,1.07944958630065E-07,positive
eml,1.07951111363879E-07,positive
inverse,1.07976753605076E-07,positive
localserver,1.07991015683165E-07,positive
loop-unrolling,1.07992235067748E-07,positive
codeception,1.07999514335091E-07,positive
eventual-consistency,1.08016421899953E-07,positive
spark-avro,1.08027062218917E-07,positive
utf-16le,1.08041205836053E-07,positive
zillow,1.0806402893163E-07,positive
combinelatest,1.08116050690659E-07,positive
submatrix,1.08119008263775E-07,positive
javassist,1.08121979397124E-07,positive
missingmethodexception,1.08135415758231E-07,positive
isar,1.08180619218688E-07,positive
entropy,1.08183903866964E-07,positive
flip-flop,1.08216801854707E-07,positive
statnet,1.08221265787223E-07,positive
browser-testing,1.08240706861358E-07,positive
alpha-beta-pruning,1.08242734081768E-07,positive
cpu-usage,1.08245251384385E-07,positive
hornetq,1.08255436228462E-07,positive
wgs84,1.08264150387707E-07,positive
jenkins-job-builder,1.0826707894701E-07,positive
backbone.js,1.0826957137186E-07,neutral
azure-analysis-services,1.08272392384356E-07,positive
line-segment,1.08281400621056E-07,positive
xml2js,1.08298685901665E-07,positive
replay,1.08305098625344E-07,positive
truthiness,1.08319395082277E-07,positive
jetpack-compose-accompanist,1.08334451953786E-07,positive
paintevent,1.08345296105614E-07,positive
mach,1.08349089531952E-07,positive
jedi,1.08363693983549E-07,positive
botocore,1.08379218874615E-07,positive
motorola,1.08391139314759E-07,positive
pan,1.08394389869671E-07,positive
cyclomatic-complexity,1.08404153302251E-07,positive
genexus,1.08420494117322E-07,positive
dot-product,1.08423530749904E-07,positive
jsviews,1.08434159324645E-07,positive
ransac,1.08459104326867E-07,positive
text-processing,1.08514988273573E-07,positive
getopts,1.08521274538147E-07,positive
log-rotation,1.08531413204662E-07,positive
resource-files,1.08533997634997E-07,positive
amphp,1.08548161348933E-07,positive
picturebox,1.08575007362229E-07,positive
kendo-upload,1.08628827269252E-07,positive
aruba,1.08644765797851E-07,positive
conio,1.08675433983189E-07,positive
office-store,1.0867553030506E-07,positive
steganography,1.08677069102912E-07,positive
anonymous,1.08680342537168E-07,positive
custom-data-type,1.08690077719403E-07,positive
as.date,1.0869249327053E-07,positive
run-configuration,1.08697430207976E-07,positive
plaintext,1.08705878999227E-07,positive
jboss-developer-studio,1.08723153442609E-07,positive
dynamic-rdlc-generation,1.08734860608102E-07,positive
combinators,1.08758420751549E-07,positive
autoit,1.08766614240729E-07,positive
embeddable,1.08776799993588E-07,positive
sap-data-dictionary,1.08778345539813E-07,positive
log-analysis,1.08783990890682E-07,positive
lightroom,1.08797098084674E-07,positive
b-tree,1.08802470640764E-07,positive
pixel-shader,1.08804101647342E-07,positive
vnet,1.08807104669011E-07,positive
jexl,1.08813548188214E-07,positive
.doc,1.08846447190691E-07,positive
hostapd,1.08859501518395E-07,positive
delayed-job,1.08917606443102E-07,positive
local-database,1.08932717961845E-07,positive
floating-point-exceptions,1.08976335560217E-07,positive
compound-literals,1.08989507999727E-07,positive
darknet,1.08991883365424E-07,positive
pins,1.08993759114569E-07,positive
metaclass,1.08995485600605E-07,positive
one-definition-rule,1.09032338530698E-07,positive
ant-colony,1.0906369441116E-07,positive
fasterxml,1.09077061670999E-07,positive
doi,1.09086910180073E-07,positive
corrupt,1.09089889958972E-07,positive
ng-class,1.09118646138587E-07,positive
i386,1.09135112948604E-07,positive
ms-access-2010,1.09136965390498E-07,neutral
heap-dump,1.09145548062296E-07,positive
wiredtiger,1.09166591301133E-07,positive
render-to-texture,1.09182722390627E-07,positive
telepot,1.09199647666728E-07,positive
regular-language,1.0924211465207E-07,positive
des,1.0925868632664E-07,positive
wxtextctrl,1.09264677572102E-07,positive
tabcontrol,1.09279981677422E-07,positive
onlyoffice,1.09315386503872E-07,positive
dreamweaver,1.09322457535221E-07,positive
sqldatetime,1.09325457218425E-07,positive
restrict-qualifier,1.09335839885932E-07,positive
error-checking,1.09339306484298E-07,positive
ibm-odm,1.09348163458361E-07,positive
eoferror,1.09354332412252E-07,positive
autopep8,1.09365752930469E-07,positive
sniffing,1.09366722406033E-07,positive
giphy,1.09377568756076E-07,positive
animated-gif,1.09401215689383E-07,positive
vbe,1.09460494153241E-07,positive
passport-azure-ad,1.09470144009748E-07,positive
braces,1.09483088707458E-07,positive
xojo,1.09486406807808E-07,positive
phphotolibrary,1.0949755201514E-07,positive
gridlines,1.09510360301751E-07,positive
exp,1.09510461277492E-07,positive
read.table,1.09542896636754E-07,positive
maxmind,1.09576791131353E-07,positive
spreadsheetgear,1.09581528073285E-07,positive
bash-trap,1.09624743536169E-07,positive
always-on-top,1.09627842590463E-07,positive
libvlcsharp,1.09653387679394E-07,positive
foreign-data-wrapper,1.09653612058346E-07,positive
mpfr,1.096543292167E-07,positive
arrayofarrays,1.09657611709306E-07,positive
checked-exceptions,1.09683111240938E-07,positive
youtubeplayer,1.09690410982242E-07,positive
grid-search,1.09729519693849E-07,positive
pic24,1.09730294039277E-07,positive
dtd,1.09730944872266E-07,positive
mipmaps,1.09751747712936E-07,positive
type-declaration,1.09761123181626E-07,positive
ui-calendar,1.09765178463333E-07,neutral
dynamic-pivot,1.09775355232301E-07,positive
tray,1.09792450101947E-07,positive
sql-server-agent,1.09796967414804E-07,positive
variable-initialization,1.09811009324681E-07,positive
pwd,1.09824230139899E-07,positive
sidecar,1.09830253066813E-07,positive
openmeetings,1.09833634471321E-07,positive
mouseover,1.09853633340247E-07,positive
nom,1.09869703767572E-07,positive
django-auth-ldap,1.09871284232676E-07,positive
unsigned,1.09882297598974E-07,positive
total.js,1.09887166792393E-07,positive
phonetics,1.09890912983694E-07,positive
vibed,1.0990164834171E-07,positive
dotmemory,1.09906405092833E-07,positive
vocabulary,1.09918855479829E-07,positive
mps,1.0993052560135E-07,positive
fontconfig,1.09937551494015E-07,positive
alwayson,1.09945325143494E-07,positive
ngrx-entity,1.09950881515901E-07,positive
ng-container,1.09961653805E-07,positive
text-rendering,1.09975241414444E-07,positive
windows-update,1.09982903122858E-07,positive
rman,1.09991943545954E-07,positive
laravel-session,1.09994628284692E-07,positive
rosalind,1.10030040757979E-07,positive
project-management,1.10036418707045E-07,neutral
application-server,1.10062499067106E-07,positive
symfony1,1.10063444746093E-07,neutral
lvm,1.10075695860284E-07,positive
author,1.10092439168331E-07,positive
linker-flags,1.10093837166148E-07,positive
drools-flow,1.10097758684499E-07,positive
side-effects,1.10099905944021E-07,positive
descriptor,1.10102133885151E-07,positive
yaml-front-matter,1.10103946749355E-07,positive
gulp-sass,1.10112047786101E-07,positive
rtd,1.10114748432161E-07,positive
rowdeleting,1.10116833437927E-07,positive
tizen-native-app,1.10135061036371E-07,positive
bulk,1.10155163831505E-07,positive
capitalization,1.10167588752951E-07,positive
trendline,1.10171391368283E-07,positive
uniform,1.10195257897508E-07,positive
fileshare,1.10212893661377E-07,positive
fee,1.102150279108E-07,positive
eslint-config-airbnb,1.10221111285737E-07,positive
static-pages,1.10252190612452E-07,positive
cross-site,1.10252868834628E-07,positive
c-libraries,1.10255979041944E-07,positive
turi-create,1.10258504788181E-07,positive
greenlets,1.10259576346094E-07,positive
github-linguist,1.10269763722876E-07,positive
end-of-line,1.10299579712323E-07,positive
migrating,1.1031131196672E-07,positive
teiid,1.10311598586697E-07,positive
control-flow,1.10323488320252E-07,positive
checkpointing,1.10332525787342E-07,positive
regasm,1.10430175115745E-07,positive
slam-algorithm,1.10431923570566E-07,neutral
asp.net-mvc-3,1.10450541660039E-07,neutral
rstatix,1.10480638190098E-07,positive
console-output,1.10493002664515E-07,positive
read-the-docs,1.10508330773993E-07,positive
shellexecute,1.10529986798499E-07,positive
map-function,1.10533482218134E-07,positive
fitness,1.105514042908E-07,positive
android-databinding,1.10571020888363E-07,neutral
nanotime,1.10586067514337E-07,positive
code-inspection,1.10592546872498E-07,positive
jenkins-cli,1.10599938149024E-07,positive
scim,1.10601586787991E-07,positive
mediarecorder-api,1.10606689620094E-07,positive
columnheader,1.10610018036759E-07,positive
article,1.10617057699658E-07,positive
delphi-2009,1.10629703294534E-07,neutral
orange-pi,1.1064062444009E-07,positive
jaxb2,1.10644884754438E-07,positive
sshj,1.10654248381622E-07,positive
column-chart,1.10664527054658E-07,positive
data-mapping,1.10668861373618E-07,positive
jquery-countdown,1.10675757790339E-07,positive
transport-stream,1.10708717744328E-07,positive
pep,1.10718456819814E-07,positive
imagemin,1.10732310053286E-07,positive
fpdi,1.10732319182758E-07,positive
template-classes,1.10737670792058E-07,positive
flask-mail,1.1073904435616E-07,positive
easynetq,1.10745767106452E-07,positive
directoryinfo,1.10783761829985E-07,positive
lowest-common-ancestor,1.10795084277022E-07,neutral
factorization,1.10796263440467E-07,positive
plumatic-schema,1.10805176482938E-07,positive
asp.net-webpages,1.10825015184281E-07,positive
shortest-path,1.10825087565781E-07,positive
sctp,1.10828879874118E-07,positive
nsfilemanager,1.108299291975E-07,positive
veins,1.10849319206484E-07,positive
putty,1.10854373043037E-07,positive
sum-of-digits,1.10859224202657E-07,positive
rundeck,1.10867651034552E-07,positive
periodic-task,1.10881786867855E-07,positive
iconv,1.10889425381778E-07,positive
page-load-time,1.10918195073615E-07,positive
miniprofiler,1.10923979998169E-07,positive
split-screen,1.10926857815276E-07,positive
constraint-satisfaction,1.10929435810129E-07,positive
ensemble-learning,1.10967296804695E-07,positive
google-groups-api,1.1097319205651E-07,positive
android-gps,1.10982091624491E-07,positive
ordereddict,1.11015050928323E-07,positive
fluid,1.11018751812072E-07,positive
bytebuffer,1.11040785530494E-07,positive
imagebutton,1.11062618477819E-07,positive
gcloud-node,1.11067919435065E-07,positive
device-width,1.11069001537986E-07,positive
java-ee-8,1.11078313580659E-07,positive
size-t,1.11087279288814E-07,positive
cgi-bin,1.11130056194064E-07,positive
compareto,1.11135636640032E-07,positive
junos-automation,1.11140474868155E-07,neutral
spinnaker-halyard,1.11142362836768E-07,positive
mozilla-deepspeech,1.11152884598257E-07,positive
skyfield,1.1117226345615E-07,positive
pyobject,1.11179737899088E-07,positive
parentheses,1.11189103661793E-07,positive
uimodalpresentationstyle,1.11198356269276E-07,positive
single-instance,1.11213404729909E-07,positive
windowbuilder,1.11216998244208E-07,positive
du,1.11221281635814E-07,positive
xbrl,1.11234314185746E-07,positive
scriptengine,1.11238947653426E-07,positive
dailymotion-api,1.11244694043857E-07,positive
tumblr-themes,1.11268229565436E-07,positive
anagram,1.11282692462806E-07,positive
cinema-4d,1.11283991309411E-07,positive
simscape,1.11299832715565E-07,positive
jpql,1.11303641757233E-07,neutral
lalr,1.11379286519945E-07,positive
screen-orientation,1.11393526022372E-07,positive
mime,1.11400899604627E-07,positive
rsa-archer-grc,1.114111250854E-07,positive
automoq,1.11459014141636E-07,positive
file-ownership,1.11459672713678E-07,positive
transfer-function,1.11488856830538E-07,positive
mingw32,1.11493354213251E-07,positive
adoptopenjdk,1.11503274504263E-07,positive
formal-languages,1.11515337552825E-07,positive
sign,1.1153887771204E-07,positive
blank-nodes,1.11547824295481E-07,positive
http-status,1.11547992824168E-07,positive
allocatable-array,1.11555629412477E-07,positive
openthread,1.11558092726184E-07,positive
ienumerator,1.11596005012985E-07,positive
step,1.11601061960063E-07,positive
limesurvey,1.11634927321587E-07,positive
reserved-words,1.11639309412738E-07,positive
blockingcollection,1.11655011963157E-07,positive
flat,1.11663035664425E-07,positive
relative-import,1.11685167959732E-07,positive
ondemand,1.11690219944017E-07,positive
xmlworker,1.11712446677551E-07,positive
slave,1.11716078116793E-07,positive
cffi,1.11717609580716E-07,positive
usecallback,1.11718850948327E-07,positive
generator-expression,1.11722503711427E-07,positive
lsb,1.11730375261899E-07,neutral
lambdify,1.11741690211282E-07,positive
windows-1252,1.11753153262009E-07,positive
nesper,1.11775540737366E-07,positive
contacts,1.11809014408028E-07,neutral
findbugs,1.11813955525853E-07,positive
json-rpc,1.11846863712382E-07,positive
save,1.1187103247059E-07,neutral
dagre-d3,1.11890627484334E-07,positive
fscalendar,1.11896983643994E-07,positive
eventemitter,1.11902647436952E-07,positive
android-wrap-content,1.1190690982118E-07,positive
codemirror-modes,1.11970556989313E-07,positive
chmod,1.1197588548385E-07,positive
database-mail,1.1197648755644E-07,positive
mongo-collection,1.11986781275817E-07,positive
octokit.net,1.11994214550937E-07,positive
jack,1.12012279248277E-07,positive
tapply,1.12021226924282E-07,positive
install4j,1.12045380674545E-07,positive
lnk,1.12074682217805E-07,positive
java-6,1.12075762591073E-07,positive
android-ffmpeg,1.12142439114622E-07,positive
hardcode,1.12165869564788E-07,positive
scalameta,1.12170884139671E-07,positive
jasypt,1.12173284169993E-07,positive
pdu,1.12184893351162E-07,positive
verbosity,1.12193252561918E-07,positive
json-c,1.12199063607181E-07,positive
directwrite,1.12207586055297E-07,positive
ng-content,1.12211165829555E-07,positive
billboard.js,1.12218358081854E-07,positive
caffeine,1.12219459294547E-07,positive
ziparchive,1.12237935257608E-07,positive
appx,1.12258818636924E-07,positive
frombodyattribute,1.12315942035007E-07,positive
wicked-pdf,1.1232509332997E-07,positive
audio-capture,1.12355079824795E-07,positive
google-play-core,1.1237107703678E-07,positive
solaris,1.12379601659543E-07,neutral
pycparser,1.12381390465659E-07,positive
naivebayes,1.12408445662249E-07,positive
mobile-browser,1.12415177309672E-07,positive
java.util.concurrent,1.12419635364852E-07,positive
jquery-ui-datepicker,1.124237303145E-07,positive
oracle-golden-gate,1.1243260298629E-07,positive
aws-sqs-fifo,1.12439719711564E-07,positive
scrollpane,1.12464522483899E-07,positive
factory,1.1247162245167E-07,neutral
cng,1.12492796512198E-07,positive
sharepoint-search,1.12492832944933E-07,positive
compound-assignment,1.12492891888459E-07,positive
file-import,1.12499279228515E-07,positive
companion-object,1.12522794842649E-07,positive
face-api,1.12525316580871E-07,positive
transactionscope,1.12535616810117E-07,positive
libgcc,1.12583035260771E-07,positive
ruby-hash,1.12605188457222E-07,positive
conference,1.12611081686911E-07,positive
recycle,1.12613361112054E-07,positive
http-status-code-406,1.12631094714163E-07,positive
ggproto,1.12636609203192E-07,positive
python-collections,1.1264299533302E-07,positive
memory-profiling,1.12658322058347E-07,positive
archer,1.12668070618781E-07,positive
yeoman,1.12689765709555E-07,neutral
egl,1.12699093510209E-07,positive
addin-express,1.12699210209851E-07,positive
object-oriented-database,1.12703587970235E-07,positive
dummy-variable,1.12715318530293E-07,positive
operationalerror,1.12720828393008E-07,positive
dotpeek,1.12755823619452E-07,positive
data-augmentation,1.12756354923967E-07,positive
morgan,1.12757175775974E-07,positive
voice-recording,1.12759209604652E-07,positive
winmm,1.12798814214637E-07,positive
hana-xs,1.12816494716075E-07,positive
jolokia,1.12823884914409E-07,positive
event-simulation,1.12833702384413E-07,positive
wcf-binding,1.12849554322895E-07,positive
onelogin,1.1286530396706E-07,positive
fstab,1.128697304202E-07,positive
input-type-file,1.12871371924912E-07,positive
android-wear-2.0,1.1287823610834E-07,positive
tag-helpers,1.12896152217476E-07,positive
msbuild-target,1.12904625613855E-07,positive
qos,1.12904822275176E-07,positive
autonumber,1.12914656764787E-07,positive
couchdb-mango,1.12942545002843E-07,positive
snort,1.12979321262601E-07,positive
python-babel,1.12987187557074E-07,positive
django-pagination,1.13015463222514E-07,positive
packing,1.13024900039417E-07,positive
django-ajax-selects,1.13030991707018E-07,positive
qtspim,1.13034666289283E-07,positive
android-lint,1.13043268375219E-07,positive
po,1.13054686580714E-07,positive
padding,1.13055009119504E-07,positive
rfc3339,1.13058258817696E-07,positive
identify,1.13076223195842E-07,positive
vimeo-api,1.13076652497832E-07,positive
controlpanel,1.13084274606078E-07,positive
ubuntu-server,1.13088323375242E-07,positive
spring-data-cassandra,1.13103127997336E-07,positive
sslstream,1.13122580778114E-07,positive
grails-plugin,1.13124439199108E-07,positive
qmdiarea,1.13149826312117E-07,positive
first-order-logic,1.13192810322875E-07,positive
data-dictionary,1.13196662295354E-07,positive
jsonpath,1.13214302819717E-07,positive
contentpresenter,1.13217534201538E-07,positive
firebird-3.0,1.13227531188891E-07,positive
apdu,1.13241381021264E-07,positive
django-modeladmin,1.1324940886619E-07,positive
client-side-scripting,1.13250142505133E-07,positive
doc2vec,1.13257674606407E-07,positive
subsampling,1.13285567293603E-07,positive
wxgrid,1.13319100643826E-07,positive
mdbreact,1.13346317384526E-07,positive
xc16,1.13364074960821E-07,positive
branch-and-bound,1.13373321368393E-07,positive
http-tunneling,1.13378701377899E-07,positive
dependency-resolver,1.1340746531228E-07,positive
matrix-transform,1.13412529850984E-07,positive
unchecked-exception,1.13427007850128E-07,positive
loadlibrary,1.13428675061165E-07,positive
linearization,1.13439761804058E-07,positive
lockfile,1.13475431015207E-07,positive
bottomsheetdialogfragment,1.13495292614426E-07,positive
r-haven,1.13502327791682E-07,positive
nette,1.13507461269071E-07,positive
m4a,1.13516083594333E-07,positive
.d.ts,1.13538739696397E-07,positive
uilocalnotification,1.13590282441562E-07,positive
unknown-host,1.13622169567551E-07,positive
architectural-patterns,1.13632041418632E-07,positive
arel,1.13658368751576E-07,positive
pac,1.13675785827663E-07,positive
commutativity,1.13679157514214E-07,positive
.app,1.13698820928132E-07,positive
meter,1.13708350040899E-07,positive
multiple-return-values,1.13726006717217E-07,positive
procedure,1.13734785718078E-07,positive
decodeuricomponent,1.13768397761236E-07,positive
skew,1.13772566087058E-07,positive
